areaCode,areaName,areaType,date,newCasesByPublishDate,newAdmissions,newAdmissionsRollingRate
E40000005,South East,nhsRegion,2023-01-04,1376,,
E40000005,South East,nhsRegion,2023-01-03,1442,,
E40000005,South East,nhsRegion,2023-01-02,1489,131,11.9
E40000005,South East,nhsRegion,2023-01-01,1523,130,12.6
E40000005,South East,nhsRegion,2022-12-31,1535,91,13.2
E40000005,South East,nhsRegion,2022-12-30,1554,129,13.8
E40000005,South East,nhsRegion,2022-12-29,1567,177,14.3
E40000005,South East,nhsRegion,2022-12-28,1569,208,14.7
E40000005,South East,nhsRegion,2022-12-27,1544,199,14.9
E40000005,South East,nhsRegion,2022-12-26,1540,195,15.4
E40000005,South East,nhsRegion,2022-12-25,1462,179,15.5
E40000005,South East,nhsRegion,2022-12-24,1468,149,16.5
E40000005,South East,nhsRegion,2022-12-23,1422,167,16.3
E40000005,South East,nhsRegion,2022-12-22,1383,212,15.9
E40000005,South East,nhsRegion,2022-12-21,1347,227,15.6
E40000005,South East,nhsRegion,2022-12-20,1259,244,14.7
E40000005,South East,nhsRegion,2022-12-19,1156,211,13.8
E40000005,South East,nhsRegion,2022-12-18,1111,263,12.9
E40000005,South East,nhsRegion,2022-12-17,1044,132,11.4
E40000005,South East,nhsRegion,2022-12-16,1034,135,11.1
E40000005,South East,nhsRegion,2022-12-15,977,180,10.8
E40000005,South East,nhsRegion,2022-12-14,923,151,10.0
E40000005,South East,nhsRegion,2022-12-13,928,158,9.7
E40000005,South East,nhsRegion,2022-12-12,954,129,9.2
E40000005,South East,nhsRegion,2022-12-11,885,137,8.8
E40000005,South East,nhsRegion,2022-12-10,850,106,8.3
E40000005,South East,nhsRegion,2022-12-09,827,102,8.1
E40000005,South East,nhsRegion,2022-12-08,832,108,7.9
E40000005,South East,nhsRegion,2022-12-07,801,128,7.8
E40000005,South East,nhsRegion,2022-12-06,759,113,7.4
E40000005,South East,nhsRegion,2022-12-05,769,88,7.2
E40000005,South East,nhsRegion,2022-12-04,743,96,7.2
E40000005,South East,nhsRegion,2022-12-03,708,93,7.3
E40000005,South East,nhsRegion,2022-12-02,703,78,7.3
E40000005,South East,nhsRegion,2022-12-01,691,104,7.4
E40000005,South East,nhsRegion,2022-11-30,665,85,7.1
E40000005,South East,nhsRegion,2022-11-29,648,103,6.9
E40000005,South East,nhsRegion,2022-11-28,634,80,6.7
E40000005,South East,nhsRegion,2022-11-27,609,110,6.5
E40000005,South East,nhsRegion,2022-11-26,591,92,6.2
E40000005,South East,nhsRegion,2022-11-25,601,84,5.9
E40000005,South East,nhsRegion,2022-11-24,622,78,5.6
E40000005,South East,nhsRegion,2022-11-23,605,73,5.9
E40000005,South East,nhsRegion,2022-11-22,666,79,6.3
E40000005,South East,nhsRegion,2022-11-21,647,69,6.4
E40000005,South East,nhsRegion,2022-11-20,625,79,6.5
E40000005,South East,nhsRegion,2022-11-19,647,68,6.5
E40000005,South East,nhsRegion,2022-11-18,662,56,6.4
E40000005,South East,nhsRegion,2022-11-17,645,99,6.3
E40000005,South East,nhsRegion,2022-11-16,642,112,6.0
E40000005,South East,nhsRegion,2022-11-15,678,89,5.6
E40000005,South East,nhsRegion,2022-11-14,662,81,5.6
E40000005,South East,nhsRegion,2022-11-13,657,75,5.8
E40000005,South East,nhsRegion,2022-11-12,694,56,6.1
E40000005,South East,nhsRegion,2022-11-11,700,47,6.3
E40000005,South East,nhsRegion,2022-11-10,741,77,6.3
E40000005,South East,nhsRegion,2022-11-09,801,78,6.4
E40000005,South East,nhsRegion,2022-11-08,778,86,6.4
E40000005,South East,nhsRegion,2022-11-07,816,102,6.6
E40000005,South East,nhsRegion,2022-11-06,814,102,6.4
E40000005,South East,nhsRegion,2022-11-05,850,71,6.3
E40000005,South East,nhsRegion,2022-11-04,885,50,6.5
E40000005,South East,nhsRegion,2022-11-03,934,81,6.9
E40000005,South East,nhsRegion,2022-11-02,991,83,7.3
E40000005,South East,nhsRegion,2022-11-01,1057,102,7.8
E40000005,South East,nhsRegion,2022-10-31,1149,85,7.9
E40000005,South East,nhsRegion,2022-10-30,1202,91,8.4
E40000005,South East,nhsRegion,2022-10-29,1246,85,9.0
E40000005,South East,nhsRegion,2022-10-28,1298,87,10.2
E40000005,South East,nhsRegion,2022-10-27,1375,121,10.5
E40000005,South East,nhsRegion,2022-10-26,1419,127,10.8
E40000005,South East,nhsRegion,2022-10-25,1521,114,11.7
E40000005,South East,nhsRegion,2022-10-24,1615,124,12.5
E40000005,South East,nhsRegion,2022-10-23,1626,144,13.2
E40000005,South East,nhsRegion,2022-10-22,1641,196,14.5
E40000005,South East,nhsRegion,2022-10-21,1677,114,14.0
E40000005,South East,nhsRegion,2022-10-20,1715,148,14.3
E40000005,South East,nhsRegion,2022-10-19,1750,201,15.3
E40000005,South East,nhsRegion,2022-10-18,1813,189,14.9
E40000005,South East,nhsRegion,2022-10-17,1781,183,15.0
E40000005,South East,nhsRegion,2022-10-16,1745,261,15.5
E40000005,South East,nhsRegion,2022-10-15,1746,157,15.6
E40000005,South East,nhsRegion,2022-10-14,1714,136,15.5
E40000005,South East,nhsRegion,2022-10-13,1667,237,15.6
E40000005,South East,nhsRegion,2022-10-12,1700,171,15.1
E40000005,South East,nhsRegion,2022-10-11,1689,191,15.1
E40000005,South East,nhsRegion,2022-10-10,1621,231,15.9
E40000005,South East,nhsRegion,2022-10-09,1612,268,15.8
E40000005,South East,nhsRegion,2022-10-08,1551,149,15.4
E40000005,South East,nhsRegion,2022-10-07,1563,146,16.1
E40000005,South East,nhsRegion,2022-10-06,1570,195,16.1
E40000005,South East,nhsRegion,2022-10-05,1553,170,16.0
E40000005,South East,nhsRegion,2022-10-04,1473,259,16.3
E40000005,South East,nhsRegion,2022-10-03,1427,226,15.2
E40000005,South East,nhsRegion,2022-10-02,1332,230,14.3
E40000005,South East,nhsRegion,2022-10-01,1243,211,14.1
E40000005,South East,nhsRegion,2022-09-30,1166,146,13.3
E40000005,South East,nhsRegion,2022-09-29,1047,187,12.8
E40000005,South East,nhsRegion,2022-09-28,1022,196,12.0
E40000005,South East,nhsRegion,2022-09-27,974,163,11.2
E40000005,South East,nhsRegion,2022-09-26,879,144,10.8
E40000005,South East,nhsRegion,2022-09-25,822,216,10.4
E40000005,South East,nhsRegion,2022-09-24,731,134,8.9
E40000005,South East,nhsRegion,2022-09-23,700,103,8.2
E40000005,South East,nhsRegion,2022-09-22,641,118,7.9
E40000005,South East,nhsRegion,2022-09-21,631,124,7.4
E40000005,South East,nhsRegion,2022-09-20,574,124,7.0
E40000005,South East,nhsRegion,2022-09-19,571,111,6.6
E40000005,South East,nhsRegion,2022-09-18,555,80,6.3
E40000005,South East,nhsRegion,2022-09-17,525,77,6.4
E40000005,South East,nhsRegion,2022-09-16,535,76,6.3
E40000005,South East,nhsRegion,2022-09-15,560,73,6.3
E40000005,South East,nhsRegion,2022-09-14,560,82,6.2
E40000005,South East,nhsRegion,2022-09-13,576,89,6.2
E40000005,South East,nhsRegion,2022-09-12,592,87,6.0
E40000005,South East,nhsRegion,2022-09-11,579,87,5.9
E40000005,South East,nhsRegion,2022-09-10,550,67,5.7
E40000005,South East,nhsRegion,2022-09-09,581,76,6.0
E40000005,South East,nhsRegion,2022-09-08,595,64,5.8
E40000005,South East,nhsRegion,2022-09-07,574,87,6.0
E40000005,South East,nhsRegion,2022-09-06,637,69,5.8
E40000005,South East,nhsRegion,2022-09-05,682,79,6.0
E40000005,South East,nhsRegion,2022-09-04,672,71,6.2
E40000005,South East,nhsRegion,2022-09-03,679,91,6.4
E40000005,South East,nhsRegion,2022-09-02,684,60,6.1
E40000005,South East,nhsRegion,2022-09-01,758,76,6.3
E40000005,South East,nhsRegion,2022-08-31,781,70,6.8
E40000005,South East,nhsRegion,2022-08-30,777,92,7.1
E40000005,South East,nhsRegion,2022-08-29,777,93,7.2
E40000005,South East,nhsRegion,2022-08-28,779,88,7.3
E40000005,South East,nhsRegion,2022-08-27,762,64,7.6
E40000005,South East,nhsRegion,2022-08-26,638,78,7.7
E40000005,South East,nhsRegion,2022-08-25,800,126,8.0
E40000005,South East,nhsRegion,2022-08-24,789,92,7.5
E40000005,South East,nhsRegion,2022-08-23,841,104,7.7
E40000005,South East,nhsRegion,2022-08-22,846,103,7.9
E40000005,South East,nhsRegion,2022-08-21,784,109,8.0
E40000005,South East,nhsRegion,2022-08-20,819,80,7.9
E40000005,South East,nhsRegion,2022-08-19,856,100,8.3
E40000005,South East,nhsRegion,2022-08-18,918,78,8.0
E40000005,South East,nhsRegion,2022-08-17,958,114,8.6
E40000005,South East,nhsRegion,2022-08-16,975,122,8.9
E40000005,South East,nhsRegion,2022-08-15,1004,112,8.9
E40000005,South East,nhsRegion,2022-08-14,996,96,9.1
E40000005,South East,nhsRegion,2022-08-13,988,119,9.5
E40000005,South East,nhsRegion,2022-08-12,936,77,9.2
E40000005,South East,nhsRegion,2022-08-11,975,131,9.6
E40000005,South East,nhsRegion,2022-08-10,1006,135,9.6
E40000005,South East,nhsRegion,2022-08-09,1019,127,10.0
E40000005,South East,nhsRegion,2022-08-08,1050,127,10.0
E40000005,South East,nhsRegion,2022-08-07,1057,135,10.3
E40000005,South East,nhsRegion,2022-08-06,1063,88,10.4
E40000005,South East,nhsRegion,2022-08-05,1098,117,10.8
E40000005,South East,nhsRegion,2022-08-04,1125,130,10.9
E40000005,South East,nhsRegion,2022-08-03,1187,166,11.0
E40000005,South East,nhsRegion,2022-08-02,1244,132,11.1
E40000005,South East,nhsRegion,2022-08-01,1324,149,11.5
E40000005,South East,nhsRegion,2022-07-31,1313,144,11.8
E40000005,South East,nhsRegion,2022-07-30,1313,123,11.8
E40000005,South East,nhsRegion,2022-07-29,1366,134,12.1
E40000005,South East,nhsRegion,2022-07-28,1451,136,12.5
E40000005,South East,nhsRegion,2022-07-27,1498,174,13.4
E40000005,South East,nhsRegion,2022-07-26,1577,168,14.3
E40000005,South East,nhsRegion,2022-07-25,1663,173,15.2
E40000005,South East,nhsRegion,2022-07-24,1726,150,16.4
E40000005,South East,nhsRegion,2022-07-23,1691,146,17.3
E40000005,South East,nhsRegion,2022-07-22,1785,173,17.9
E40000005,South East,nhsRegion,2022-07-21,1842,209,18.1
E40000005,South East,nhsRegion,2022-07-20,1874,257,18.3
E40000005,South East,nhsRegion,2022-07-19,1905,252,18.8
E40000005,South East,nhsRegion,2022-07-18,1985,274,19.0
E40000005,South East,nhsRegion,2022-07-17,1940,232,20.0
E40000005,South East,nhsRegion,2022-07-16,1940,206,20.5
E40000005,South East,nhsRegion,2022-07-15,1931,184,21.3
E40000005,South East,nhsRegion,2022-07-14,1974,233,22.1
E40000005,South East,nhsRegion,2022-07-13,1955,298,22.5
E40000005,South East,nhsRegion,2022-07-12,1936,270,22.5
E40000005,South East,nhsRegion,2022-07-11,1939,364,22.8
E40000005,South East,nhsRegion,2022-07-10,1891,280,22.2
E40000005,South East,nhsRegion,2022-07-09,1836,274,22.5
E40000005,South East,nhsRegion,2022-07-08,1794,254,21.6
E40000005,South East,nhsRegion,2022-07-07,1744,270,20.8
E40000005,South East,nhsRegion,2022-07-06,1652,296,20.3
E40000005,South East,nhsRegion,2022-07-05,1639,301,20.0
E40000005,South East,nhsRegion,2022-07-04,1537,304,18.9
E40000005,South East,nhsRegion,2022-07-03,1433,313,18.2
E40000005,South East,nhsRegion,2022-07-02,1332,190,16.7
E40000005,South East,nhsRegion,2022-07-01,1319,188,16.2
E40000005,South East,nhsRegion,2022-06-30,1188,219,15.5
E40000005,South East,nhsRegion,2022-06-29,1116,269,15.1
E40000005,South East,nhsRegion,2022-06-28,1045,209,14.0
E40000005,South East,nhsRegion,2022-06-27,1031,242,13.5
E40000005,South East,nhsRegion,2022-06-26,1003,177,12.3
E40000005,South East,nhsRegion,2022-06-25,930,139,11.9
E40000005,South East,nhsRegion,2022-06-24,885,131,11.7
E40000005,South East,nhsRegion,2022-06-23,857,181,11.6
E40000005,South East,nhsRegion,2022-06-22,812,170,10.8
E40000005,South East,nhsRegion,2022-06-21,803,166,10.0
E40000005,South East,nhsRegion,2022-06-20,781,134,9.4
E40000005,South East,nhsRegion,2022-06-19,730,142,8.9
E40000005,South East,nhsRegion,2022-06-18,690,118,8.6
E40000005,South East,nhsRegion,2022-06-17,670,122,8.2
E40000005,South East,nhsRegion,2022-06-16,678,115,7.6
E40000005,South East,nhsRegion,2022-06-15,639,98,7.5
E40000005,South East,nhsRegion,2022-06-14,625,108,7.3
E40000005,South East,nhsRegion,2022-06-13,616,96,7.3
E40000005,South East,nhsRegion,2022-06-12,556,108,7.3
E40000005,South East,nhsRegion,2022-06-11,543,88,7.2
E40000005,South East,nhsRegion,2022-06-10,533,70,7.0
E40000005,South East,nhsRegion,2022-06-09,463,98,7.0
E40000005,South East,nhsRegion,2022-06-08,492,88,6.6
E40000005,South East,nhsRegion,2022-06-07,502,106,6.5
E40000005,South East,nhsRegion,2022-06-06,478,91,6.1
E40000005,South East,nhsRegion,2022-06-05,464,104,5.8
E40000005,South East,nhsRegion,2022-06-04,434,70,5.2
E40000005,South East,nhsRegion,2022-06-03,430,72,5.1
E40000005,South East,nhsRegion,2022-06-02,413,63,5.1
E40000005,South East,nhsRegion,2022-06-01,417,73,5.1
E40000005,South East,nhsRegion,2022-05-31,431,73,4.9
E40000005,South East,nhsRegion,2022-05-30,444,64,4.8
E40000005,South East,nhsRegion,2022-05-29,422,53,4.8
E40000005,South East,nhsRegion,2022-05-28,422,57,5.1
E40000005,South East,nhsRegion,2022-05-27,449,74,5.0
E40000005,South East,nhsRegion,2022-05-26,473,63,4.8
E40000005,South East,nhsRegion,2022-05-25,525,51,5.0
E40000005,South East,nhsRegion,2022-05-24,538,65,5.5
E40000005,South East,nhsRegion,2022-05-23,568,65,5.6
E40000005,South East,nhsRegion,2022-05-22,570,78,6.0
E40000005,South East,nhsRegion,2022-05-21,593,54,5.8
E40000005,South East,nhsRegion,2022-05-20,608,55,6.2
E40000005,South East,nhsRegion,2022-05-19,637,77,6.5
E40000005,South East,nhsRegion,2022-05-18,662,96,6.7
E40000005,South East,nhsRegion,2022-05-17,665,78,6.9
E40000005,South East,nhsRegion,2022-05-16,706,95,7.4
E40000005,South East,nhsRegion,2022-05-15,702,67,7.4
E40000005,South East,nhsRegion,2022-05-14,697,90,7.7
E40000005,South East,nhsRegion,2022-05-13,721,74,7.6
E40000005,South East,nhsRegion,2022-05-12,750,101,8.0
E40000005,South East,nhsRegion,2022-05-11,815,109,8.2
E40000005,South East,nhsRegion,2022-05-10,873,121,8.3
E40000005,South East,nhsRegion,2022-05-09,901,99,8.3
E40000005,South East,nhsRegion,2022-05-08,921,97,8.9
E40000005,South East,nhsRegion,2022-05-07,920,79,9.4
E40000005,South East,nhsRegion,2022-05-06,966,107,9.6
E40000005,South East,nhsRegion,2022-05-05,1001,121,9.8
E40000005,South East,nhsRegion,2022-05-04,1042,116,9.8
E40000005,South East,nhsRegion,2022-05-03,1104,126,10.2
E40000005,South East,nhsRegion,2022-05-02,1110,148,10.7
E40000005,South East,nhsRegion,2022-05-01,1098,145,10.7
E40000005,South East,nhsRegion,2022-04-30,1095,99,10.8
E40000005,South East,nhsRegion,2022-04-29,1147,122,11.1
E40000005,South East,nhsRegion,2022-04-28,1206,123,11.4
E40000005,South East,nhsRegion,2022-04-27,1337,148,12.1
E40000005,South East,nhsRegion,2022-04-26,1290,167,12.5
E40000005,South East,nhsRegion,2022-04-25,1425,154,12.9
E40000005,South East,nhsRegion,2022-04-24,1445,148,13.8
E40000005,South East,nhsRegion,2022-04-23,1453,128,14.5
E40000005,South East,nhsRegion,2022-04-22,1558,152,15.0
E40000005,South East,nhsRegion,2022-04-21,1652,181,15.2
E40000005,South East,nhsRegion,2022-04-20,1782,191,16.1
E40000005,South East,nhsRegion,2022-04-19,1940,199,17.1
E40000005,South East,nhsRegion,2022-04-18,1880,234,18.1
E40000005,South East,nhsRegion,2022-04-17,1929,210,18.6
E40000005,South East,nhsRegion,2022-04-16,1871,174,19.5
E40000005,South East,nhsRegion,2022-04-15,2000,172,20.7
E40000005,South East,nhsRegion,2022-04-14,2096,255,21.8
E40000005,South East,nhsRegion,2022-04-13,2158,287,22.5
E40000005,South East,nhsRegion,2022-04-12,2294,283,23.6
E40000005,South East,nhsRegion,2022-04-11,2411,277,24.6
E40000005,South East,nhsRegion,2022-04-10,2301,290,25.4
E40000005,South East,nhsRegion,2022-04-09,2322,286,26.7
E40000005,South East,nhsRegion,2022-04-08,2423,271,27.1
E40000005,South East,nhsRegion,2022-04-07,2443,320,27.2
E40000005,South East,nhsRegion,2022-04-06,2438,381,27.3
E40000005,South East,nhsRegion,2022-04-05,2445,372,27.2
E40000005,South East,nhsRegion,2022-04-04,2401,351,26.7
E40000005,South East,nhsRegion,2022-04-03,2286,401,26.7
E40000005,South East,nhsRegion,2022-04-02,2198,322,25.8
E40000005,South East,nhsRegion,2022-04-01,2259,281,26.0
E40000005,South East,nhsRegion,2022-03-31,2074,327,26.6
E40000005,South East,nhsRegion,2022-03-30,2174,372,26.6
E40000005,South East,nhsRegion,2022-03-29,2199,334,26.1
E40000005,South East,nhsRegion,2022-03-28,2197,349,26.2
E40000005,South East,nhsRegion,2022-03-27,2087,319,26.2
E40000005,South East,nhsRegion,2022-03-26,1879,338,26.0
E40000005,South East,nhsRegion,2022-03-25,2004,341,25.6
E40000005,South East,nhsRegion,2022-03-24,1982,327,24.5
E40000005,South East,nhsRegion,2022-03-23,1962,321,24.2
E40000005,South East,nhsRegion,2022-03-22,1958,344,24.3
E40000005,South East,nhsRegion,2022-03-21,1956,349,24.2
E40000005,South East,nhsRegion,2022-03-20,1891,307,23.6
E40000005,South East,nhsRegion,2022-03-19,1848,294,23.5
E40000005,South East,nhsRegion,2022-03-18,1869,245,22.6
E40000005,South East,nhsRegion,2022-03-17,1792,304,22.5
E40000005,South East,nhsRegion,2022-03-16,1694,332,21.9
E40000005,South East,nhsRegion,2022-03-15,1664,331,21.2
E40000005,South East,nhsRegion,2022-03-14,1630,299,20.5
E40000005,South East,nhsRegion,2022-03-13,1459,291,19.4
E40000005,South East,nhsRegion,2022-03-12,1455,217,18.9
E40000005,South East,nhsRegion,2022-03-11,1345,237,18.4
E40000005,South East,nhsRegion,2022-03-10,1341,253,17.9
E40000005,South East,nhsRegion,2022-03-09,1284,262,17.7
E40000005,South East,nhsRegion,2022-03-08,1277,270,17.2
E40000005,South East,nhsRegion,2022-03-07,1229,205,16.3
E40000005,South East,nhsRegion,2022-03-06,1170,242,16.0
E40000005,South East,nhsRegion,2022-03-05,1152,172,15.2
E40000005,South East,nhsRegion,2022-03-04,1140,199,15.0
E40000005,South East,nhsRegion,2022-03-03,1134,227,14.5
E40000005,South East,nhsRegion,2022-03-02,1115,220,13.7
E40000005,South East,nhsRegion,2022-03-01,1162,187,13.2
E40000005,South East,nhsRegion,2022-02-28,1159,178,12.9
E40000005,South East,nhsRegion,2022-02-27,1145,177,12.8
E40000005,South East,nhsRegion,2022-02-26,1100,149,12.9
E40000005,South East,nhsRegion,2022-02-25,1157,158,12.7
E40000005,South East,nhsRegion,2022-02-24,1174,158,12.2
E40000005,South East,nhsRegion,2022-02-23,1188,170,12.3
E40000005,South East,nhsRegion,2022-02-22,1141,162,12.5
E40000005,South East,nhsRegion,2022-02-21,1268,170,13.0
E40000005,South East,nhsRegion,2022-02-20,1251,185,13.4
E40000005,South East,nhsRegion,2022-02-19,1249,136,13.5
E40000005,South East,nhsRegion,2022-02-18,1299,112,13.9
E40000005,South East,nhsRegion,2022-02-17,1333,164,14.3
E40000005,South East,nhsRegion,2022-02-16,1348,186,14.4
E40000005,South East,nhsRegion,2022-02-15,1397,212,14.4
E40000005,South East,nhsRegion,2022-02-14,1394,201,14.3
E40000005,South East,nhsRegion,2022-02-13,1374,194,14.0
E40000005,South East,nhsRegion,2022-02-12,1330,174,14.5
E40000005,South East,nhsRegion,2022-02-11,1363,143,14.2
E40000005,South East,nhsRegion,2022-02-10,1399,177,14.5
E40000005,South East,nhsRegion,2022-02-09,1447,189,15.0
E40000005,South East,nhsRegion,2022-02-08,1492,199,15.1
E40000005,South East,nhsRegion,2022-02-07,1520,178,15.3
E40000005,South East,nhsRegion,2022-02-06,1466,234,15.8
E40000005,South East,nhsRegion,2022-02-05,1471,148,15.1
